debu total,tanggal,hari angka,hari,pukul
388.79999999999995,2014-11-28 23:00:00,4,Jumat,23
392.1,2014-11-29 00:00:00,5,Sabtu,0
396.9,2014-11-29 01:00:00,5,Sabtu,1
399.5,2014-11-29 02:00:00,5,Sabtu,2
378.29999999999995,2014-11-29 03:00:00,5,Sabtu,3
369.5,2014-11-29 04:00:00,5,Sabtu,4
375.29999999999995,2014-11-29 05:00:00,5,Sabtu,5
377.5,2014-11-29 06:00:00,5,Sabtu,6
381.5,2014-11-29 07:00:00,5,Sabtu,7
396.79999999999995,2014-11-29 08:00:00,5,Sabtu,8
430.7,2014-11-29 09:00:00,5,Sabtu,9
453.0,2014-11-29 10:00:00,5,Sabtu,10
476.7,2014-11-29 11:00:00,5,Sabtu,11
500.09999999999997,2014-11-29 12:00:00,5,Sabtu,12
552.0,2014-11-29 13:00:00,5,Sabtu,13
609.9,2014-11-29 14:00:00,5,Sabtu,14
586.9,2014-11-29 15:00:00,5,Sabtu,15
592.8,2014-11-29 16:00:00,5,Sabtu,16
649.5,2014-11-29 17:00:00,5,Sabtu,17
597.9,2014-11-29 18:00:00,5,Sabtu,18
568.5,2014-11-29 19:00:00,5,Sabtu,19
585.2,2014-11-29 20:00:00,5,Sabtu,20
569.4,2014-11-29 21:00:00,5,Sabtu,21
537.8,2014-11-29 22:00:00,5,Sabtu,22
516.3,2014-11-29 23:00:00,5,Sabtu,23
503.1,2014-11-30 00:00:00,6,Minggu,0
471.70000000000005,2014-11-30 01:00:00,6,Minggu,1
432.29999999999995,2014-11-30 02:00:00,6,Minggu,2
419.20000000000005,2014-11-30 03:00:00,6,Minggu,3
412.8,2014-11-30 04:00:00,6,Minggu,4
404.8,2014-11-30 05:00:00,6,Minggu,5
371.20000000000005,2014-11-30 06:00:00,6,Minggu,6
308.1,2014-11-30 07:00:00,6,Minggu,7
134.5,2014-11-30 08:00:00,6,Minggu,8
58.2,2014-11-30 09:00:00,6,Minggu,9
33.7,2014-11-30 10:00:00,6,Minggu,10
62.5,2014-11-30 11:00:00,6,Minggu,11
68.9,2014-11-30 12:00:00,6,Minggu,12
173.1,2014-11-30 13:00:00,6,Minggu,13
224.89999999999998,2014-11-30 14:00:00,6,Minggu,14
211.5,2014-11-30 15:00:00,6,Minggu,15
158.3,2014-11-30 16:00:00,6,Minggu,16
156.5,2014-11-30 17:00:00,6,Minggu,17
202.1,2014-11-30 18:00:00,6,Minggu,18
269.59999999999997,2014-11-30 19:00:00,6,Minggu,19
441.2,2014-11-30 20:00:00,6,Minggu,20
573.1,2014-11-30 21:00:00,6,Minggu,21
473.90000000000003,2014-11-30 22:00:00,6,Minggu,22
616.0,2014-11-30 23:00:00,6,Minggu,23
555.7,2014-12-01 00:00:00,0,Senin,0
367.1,2014-12-01 01:00:00,0,Senin,1
210.5,2014-12-01 02:00:00,0,Senin,2
131.20000000000002,2014-12-01 03:00:00,0,Senin,3
92.89999999999999,2014-12-01 04:00:00,0,Senin,4
79.6,2014-12-01 05:00:00,0,Senin,5
58.1,2014-12-01 06:00:00,0,Senin,6
48.6,2014-12-01 07:00:00,0,Senin,7
39.599999999999994,2014-12-01 08:00:00,0,Senin,8
32.4,2014-12-01 09:00:00,0,Senin,9
27.200000000000003,2014-12-01 10:00:00,0,Senin,10
24.6,2014-12-01 11:00:00,0,Senin,11
16.5,2014-12-01 12:00:00,0,Senin,12
16.0,2014-12-01 13:00:00,0,Senin,13
15.8,2014-12-01 14:00:00,0,Senin,14
16.7,2014-12-01 15:00:00,0,Senin,15
17.1,2014-12-01 16:00:00,0,Senin,16
18.5,2014-12-01 17:00:00,0,Senin,17
18.6,2014-12-01 18:00:00,0,Senin,18
21.0,2014-12-01 19:00:00,0,Senin,19
26.700000000000003,2014-12-01 20:00:00,0,Senin,20
24.9,2014-12-01 21:00:00,0,Senin,21
22.3,2014-12-01 22:00:00,0,Senin,22
20.4,2014-12-01 23:00:00,0,Senin,23
15.7,2014-12-02 00:00:00,1,Selasa,0
15.6,2014-12-02 01:00:00,1,Selasa,1
19.0,2014-12-02 02:00:00,1,Selasa,2
14.4,2014-12-02 03:00:00,1,Selasa,3
15.3,2014-12-02 04:00:00,1,Selasa,4
19.1,2014-12-02 05:00:00,1,Selasa,5
18.5,2014-12-02 06:00:00,1,Selasa,6
25.8,2014-12-02 07:00:00,1,Selasa,7
38.2,2014-12-02 08:00:00,1,Selasa,8
57.199999999999996,2014-12-02 09:00:00,1,Selasa,9
78.1,2014-12-02 10:00:00,1,Selasa,10
78.7,2014-12-02 11:00:00,1,Selasa,11
109.1,2014-12-02 12:00:00,1,Selasa,12
123.6,2014-12-02 13:00:00,1,Selasa,13
101.19999999999999,2014-12-02 14:00:00,1,Selasa,14
104.3,2014-12-02 15:00:00,1,Selasa,15
108.19999999999999,2014-12-02 16:00:00,1,Selasa,16
109.39999999999999,2014-12-02 17:00:00,1,Selasa,17
142.6,2014-12-02 18:00:00,1,Selasa,18
170.6,2014-12-02 19:00:00,1,Selasa,19
184.1,2014-12-02 20:00:00,1,Selasa,20
193.7,2014-12-02 21:00:00,1,Selasa,21
205.5,2014-12-02 22:00:00,1,Selasa,22
200.10000000000002,2014-12-02 23:00:00,1,Selasa,23
208.2,2014-12-03 00:00:00,2,Rabu,0
206.3,2014-12-03 01:00:00,2,Rabu,1
120.10000000000001,2014-12-03 02:00:00,2,Rabu,2
63.099999999999994,2014-12-03 03:00:00,2,Rabu,3
37.900000000000006,2014-12-03 04:00:00,2,Rabu,4
21.7,2014-12-03 05:00:00,2,Rabu,5
22.9,2014-12-03 06:00:00,2,Rabu,6
26.6,2014-12-03 07:00:00,2,Rabu,7
30.299999999999997,2014-12-03 08:00:00,2,Rabu,8
33.4,2014-12-03 09:00:00,2,Rabu,9
34.4,2014-12-03 10:00:00,2,Rabu,10
34.7,2014-12-03 11:00:00,2,Rabu,11
30.8,2014-12-03 12:00:00,2,Rabu,12
39.3,2014-12-03 13:00:00,2,Rabu,13
41.6,2014-12-03 14:00:00,2,Rabu,14
65.0,2014-12-03 15:00:00,2,Rabu,15
93.0,2014-12-03 16:00:00,2,Rabu,16
87.69999999999999,2014-12-03 17:00:00,2,Rabu,17
77.4,2014-12-03 18:00:00,2,Rabu,18
77.2,2014-12-03 19:00:00,2,Rabu,19
74.1,2014-12-03 20:00:00,2,Rabu,20
58.0,2014-12-03 21:00:00,2,Rabu,21
49.9,2014-12-03 22:00:00,2,Rabu,22
39.4,2014-12-03 23:00:00,2,Rabu,23
28.4,2014-12-04 00:00:00,3,Kamis,0
29.7,2014-12-04 01:00:00,3,Kamis,1
29.8,2014-12-04 02:00:00,3,Kamis,2
27.0,2014-12-04 03:00:00,3,Kamis,3
21.4,2014-12-04 04:00:00,3,Kamis,4
19.6,2014-12-04 05:00:00,3,Kamis,5
19.799999999999997,2014-12-04 06:00:00,3,Kamis,6
21.8,2014-12-04 07:00:00,3,Kamis,7
26.2,2014-12-04 08:00:00,3,Kamis,8
32.9,2014-12-04 09:00:00,3,Kamis,9
42.699999999999996,2014-12-04 10:00:00,3,Kamis,10
43.0,2014-12-04 11:00:00,3,Kamis,11
50.300000000000004,2014-12-04 12:00:00,3,Kamis,12
41.199999999999996,2014-12-04 13:00:00,3,Kamis,13
32.6,2014-12-04 14:00:00,3,Kamis,14
36.7,2014-12-04 15:00:00,3,Kamis,15
43.1,2014-12-04 16:00:00,3,Kamis,16
43.1,2014-12-04 17:00:00,3,Kamis,17
39.2,2014-12-04 18:00:00,3,Kamis,18
40.199999999999996,2014-12-04 19:00:00,3,Kamis,19
37.9,2014-12-04 20:00:00,3,Kamis,20
35.4,2014-12-04 21:00:00,3,Kamis,21
35.0,2014-12-04 22:00:00,3,Kamis,22
28.1,2014-12-04 23:00:00,3,Kamis,23
21.6,2014-12-05 00:00:00,4,Jumat,0
20.1,2014-12-05 01:00:00,4,Jumat,1
22.5,2014-12-05 02:00:00,4,Jumat,2
23.2,2014-12-05 03:00:00,4,Jumat,3
22.3,2014-12-05 04:00:00,4,Jumat,4
23.5,2014-12-05 05:00:00,4,Jumat,5
21.9,2014-12-05 06:00:00,4,Jumat,6
19.6,2014-12-05 07:00:00,4,Jumat,7
29.8,2014-12-05 08:00:00,4,Jumat,8
36.9,2014-12-05 09:00:00,4,Jumat,9
34.0,2014-12-05 10:00:00,4,Jumat,10
34.1,2014-12-05 11:00:00,4,Jumat,11
28.799999999999997,2014-12-05 12:00:00,4,Jumat,12
23.1,2014-12-05 13:00:00,4,Jumat,13
24.2,2014-12-05 14:00:00,4,Jumat,14
26.7,2014-12-05 15:00:00,4,Jumat,15
29.8,2014-12-05 16:00:00,4,Jumat,16
62.199999999999996,2014-12-05 17:00:00,4,Jumat,17
132.89999999999998,2014-12-05 18:00:00,4,Jumat,18
183.2,2014-12-05 19:00:00,4,Jumat,19
202.0,2014-12-05 20:00:00,4,Jumat,20
216.2,2014-12-05 21:00:00,4,Jumat,21
222.1,2014-12-05 22:00:00,4,Jumat,22
221.79999999999998,2014-12-05 23:00:00,4,Jumat,23
216.0,2014-12-06 00:00:00,5,Sabtu,0
211.5,2014-12-06 01:00:00,5,Sabtu,1
220.0,2014-12-06 02:00:00,5,Sabtu,2
192.5,2014-12-06 03:00:00,5,Sabtu,3
146.4,2014-12-06 04:00:00,5,Sabtu,4
115.9,2014-12-06 05:00:00,5,Sabtu,5
83.7,2014-12-06 06:00:00,5,Sabtu,6
65.0,2014-12-06 07:00:00,5,Sabtu,7
68.2,2014-12-06 08:00:00,5,Sabtu,8
84.3,2014-12-06 09:00:00,5,Sabtu,9
93.0,2014-12-06 10:00:00,5,Sabtu,10
65.2,2014-12-06 11:00:00,5,Sabtu,11
59.7,2014-12-06 12:00:00,5,Sabtu,12
50.9,2014-12-06 13:00:00,5,Sabtu,13
53.3,2014-12-06 14:00:00,5,Sabtu,14
66.0,2014-12-06 15:00:00,5,Sabtu,15
91.4,2014-12-06 16:00:00,5,Sabtu,16
118.39999999999999,2014-12-06 17:00:00,5,Sabtu,17
136.7,2014-12-06 18:00:00,5,Sabtu,18
158.4,2014-12-06 19:00:00,5,Sabtu,19
187.0,2014-12-06 20:00:00,5,Sabtu,20
234.7,2014-12-06 21:00:00,5,Sabtu,21
209.89999999999998,2014-12-06 22:00:00,5,Sabtu,22
219.1,2014-12-06 23:00:00,5,Sabtu,23
196.3,2014-12-07 00:00:00,6,Minggu,0
210.2,2014-12-07 01:00:00,6,Minggu,1
223.7,2014-12-07 02:00:00,6,Minggu,2
217.7,2014-12-07 03:00:00,6,Minggu,3
195.3,2014-12-07 04:00:00,6,Minggu,4
173.4,2014-12-07 05:00:00,6,Minggu,5
159.89999999999998,2014-12-07 06:00:00,6,Minggu,6
153.39999999999998,2014-12-07 07:00:00,6,Minggu,7
159.10000000000002,2014-12-07 08:00:00,6,Minggu,8
174.6,2014-12-07 09:00:00,6,Minggu,9
176.60000000000002,2014-12-07 10:00:00,6,Minggu,10
141.2,2014-12-07 11:00:00,6,Minggu,11
72.6,2014-12-07 12:00:00,6,Minggu,12
51.2,2014-12-07 13:00:00,6,Minggu,13
49.6,2014-12-07 14:00:00,6,Minggu,14
48.400000000000006,2014-12-07 15:00:00,6,Minggu,15
44.3,2014-12-07 16:00:00,6,Minggu,16
43.0,2014-12-07 17:00:00,6,Minggu,17
48.0,2014-12-07 18:00:00,6,Minggu,18
42.5,2014-12-07 19:00:00,6,Minggu,19
41.0,2014-12-07 20:00:00,6,Minggu,20
42.3,2014-12-07 21:00:00,6,Minggu,21
39.0,2014-12-07 22:00:00,6,Minggu,22
36.7,2014-12-07 23:00:00,6,Minggu,23
35.8,2014-12-08 00:00:00,0,Senin,0
35.1,2014-12-08 01:00:00,0,Senin,1
31.9,2014-12-08 02:00:00,0,Senin,2
30.1,2014-12-08 03:00:00,0,Senin,3
34.400000000000006,2014-12-08 04:00:00,0,Senin,4
36.1,2014-12-08 05:00:00,0,Senin,5
35.9,2014-12-08 06:00:00,0,Senin,6
42.9,2014-12-08 07:00:00,0,Senin,7
51.599999999999994,2014-12-08 08:00:00,0,Senin,8
57.6,2014-12-08 09:00:00,0,Senin,9
55.400000000000006,2014-12-08 10:00:00,0,Senin,10
63.3,2014-12-08 11:00:00,0,Senin,11
172.6,2014-12-08 12:00:00,0,Senin,12
158.7,2014-12-08 13:00:00,0,Senin,13
159.7,2014-12-08 14:00:00,0,Senin,14
179.3,2014-12-08 15:00:00,0,Senin,15
207.1,2014-12-08 16:00:00,0,Senin,16
231.60000000000002,2014-12-08 17:00:00,0,Senin,17
221.2,2014-12-08 18:00:00,0,Senin,18
220.6,2014-12-08 19:00:00,0,Senin,19
224.70000000000002,2014-12-08 20:00:00,0,Senin,20
248.5,2014-12-08 21:00:00,0,Senin,21
259.4,2014-12-08 22:00:00,0,Senin,22
259.3,2014-12-08 23:00:00,0,Senin,23
282.8,2014-12-09 00:00:00,1,Selasa,0
325.5,2014-12-09 01:00:00,1,Selasa,1
349.9,2014-12-09 02:00:00,1,Selasa,2
373.5,2014-12-09 03:00:00,1,Selasa,3
374.2,2014-12-09 04:00:00,1,Selasa,4
357.6,2014-12-09 05:00:00,1,Selasa,5
354.2,2014-12-09 06:00:00,1,Selasa,6
341.6,2014-12-09 07:00:00,1,Selasa,7
340.0,2014-12-09 08:00:00,1,Selasa,8
366.9,2014-12-09 09:00:00,1,Selasa,9
400.1,2014-12-09 10:00:00,1,Selasa,10
412.4,2014-12-09 11:00:00,1,Selasa,11
443.1,2014-12-09 12:00:00,1,Selasa,12
469.5,2014-12-09 13:00:00,1,Selasa,13
515.6,2014-12-09 14:00:00,1,Selasa,14
556.4,2014-12-09 15:00:00,1,Selasa,15
568.6,2014-12-09 16:00:00,1,Selasa,16
576.3,2014-12-09 17:00:00,1,Selasa,17
586.3,2014-12-09 18:00:00,1,Selasa,18
585.8,2014-12-09 19:00:00,1,Selasa,19
577.4,2014-12-09 20:00:00,1,Selasa,20
575.9,2014-12-09 21:00:00,1,Selasa,21
571.3,2014-12-09 22:00:00,1,Selasa,22
572.5,2014-12-09 23:00:00,1,Selasa,23
560.4,2014-12-10 00:00:00,2,Rabu,0
546.1,2014-12-10 01:00:00,2,Rabu,1
550.2,2014-12-10 02:00:00,2,Rabu,2
542.0999999999999,2014-12-10 03:00:00,2,Rabu,3
524.8,2014-12-10 04:00:00,2,Rabu,4
510.1,2014-12-10 05:00:00,2,Rabu,5
512.5,2014-12-10 06:00:00,2,Rabu,6
510.3,2014-12-10 07:00:00,2,Rabu,7
524.9,2014-12-10 08:00:00,2,Rabu,8
465.5,2014-12-10 09:00:00,2,Rabu,9
342.7,2014-12-10 10:00:00,2,Rabu,10
331.0,2014-12-10 11:00:00,2,Rabu,11
341.4,2014-12-10 12:00:00,2,Rabu,12
263.0,2014-12-10 13:00:00,2,Rabu,13
253.10000000000002,2014-12-10 14:00:00,2,Rabu,14
174.5,2014-12-10 15:00:00,2,Rabu,15
193.6,2014-12-10 16:00:00,2,Rabu,16
127.9,2014-12-10 17:00:00,2,Rabu,17
96.9,2014-12-10 18:00:00,2,Rabu,18
66.9,2014-12-10 19:00:00,2,Rabu,19
48.0,2014-12-10 20:00:00,2,Rabu,20
41.1,2014-12-10 21:00:00,2,Rabu,21
24.5,2014-12-10 22:00:00,2,Rabu,22
19.9,2014-12-10 23:00:00,2,Rabu,23
20.9,2014-12-11 00:00:00,3,Kamis,0
19.6,2014-12-11 01:00:00,3,Kamis,1
18.0,2014-12-11 02:00:00,3,Kamis,2
14.1,2014-12-11 03:00:00,3,Kamis,3
14.5,2014-12-11 04:00:00,3,Kamis,4
16.1,2014-12-11 05:00:00,3,Kamis,5
16.3,2014-12-11 06:00:00,3,Kamis,6
20.0,2014-12-11 07:00:00,3,Kamis,7
23.200000000000003,2014-12-11 08:00:00,3,Kamis,8
27.8,2014-12-11 09:00:00,3,Kamis,9
29.4,2014-12-11 10:00:00,3,Kamis,10
29.1,2014-12-11 11:00:00,3,Kamis,11
24.6,2014-12-11 12:00:00,3,Kamis,12
21.5,2014-12-11 13:00:00,3,Kamis,13
24.4,2014-12-11 14:00:00,3,Kamis,14
37.2,2014-12-11 15:00:00,3,Kamis,15
65.0,2014-12-11 16:00:00,3,Kamis,16
95.8,2014-12-11 17:00:00,3,Kamis,17
142.5,2014-12-11 18:00:00,3,Kamis,18
148.0,2014-12-11 19:00:00,3,Kamis,19
151.8,2014-12-11 20:00:00,3,Kamis,20
115.0,2014-12-11 21:00:00,3,Kamis,21
81.30000000000001,2014-12-11 22:00:00,3,Kamis,22
60.8,2014-12-11 23:00:00,3,Kamis,23
46.1,2014-12-12 00:00:00,4,Jumat,0
36.2,2014-12-12 01:00:00,4,Jumat,1
34.9,2014-12-12 02:00:00,4,Jumat,2
25.4,2014-12-12 03:00:00,4,Jumat,3
23.7,2014-12-12 04:00:00,4,Jumat,4
19.9,2014-12-12 05:00:00,4,Jumat,5
19.799999999999997,2014-12-12 06:00:00,4,Jumat,6
27.799999999999997,2014-12-12 07:00:00,4,Jumat,7
25.9,2014-12-12 08:00:00,4,Jumat,8
34.0,2014-12-12 09:00:00,4,Jumat,9
37.300000000000004,2014-12-12 10:00:00,4,Jumat,10
50.1,2014-12-12 11:00:00,4,Jumat,11
53.699999999999996,2014-12-12 12:00:00,4,Jumat,12
51.3,2014-12-12 13:00:00,4,Jumat,13
45.9,2014-12-12 14:00:00,4,Jumat,14
53.6,2014-12-12 15:00:00,4,Jumat,15
47.199999999999996,2014-12-12 16:00:00,4,Jumat,16
47.9,2014-12-12 17:00:00,4,Jumat,17
54.9,2014-12-12 18:00:00,4,Jumat,18
77.4,2014-12-12 19:00:00,4,Jumat,19
83.9,2014-12-12 20:00:00,4,Jumat,20
84.6,2014-12-12 21:00:00,4,Jumat,21
90.4,2014-12-12 22:00:00,4,Jumat,22
86.0,2014-12-12 23:00:00,4,Jumat,23
84.6,2014-12-13 00:00:00,5,Sabtu,0
53.0,2014-12-13 01:00:00,5,Sabtu,1
51.199999999999996,2014-12-13 02:00:00,5,Sabtu,2
41.5,2014-12-13 03:00:00,5,Sabtu,3
43.3,2014-12-13 04:00:00,5,Sabtu,4
47.300000000000004,2014-12-13 05:00:00,5,Sabtu,5
46.0,2014-12-13 06:00:00,5,Sabtu,6
44.5,2014-12-13 07:00:00,5,Sabtu,7
51.3,2014-12-13 08:00:00,5,Sabtu,8
82.6,2014-12-13 09:00:00,5,Sabtu,9
109.4,2014-12-13 10:00:00,5,Sabtu,10
128.0,2014-12-13 11:00:00,5,Sabtu,11
115.80000000000001,2014-12-13 12:00:00,5,Sabtu,12
88.69999999999999,2014-12-13 13:00:00,5,Sabtu,13
93.6,2014-12-13 14:00:00,5,Sabtu,14
102.30000000000001,2014-12-13 15:00:00,5,Sabtu,15
120.5,2014-12-13 16:00:00,5,Sabtu,16
151.2,2014-12-13 17:00:00,5,Sabtu,17
186.2,2014-12-13 18:00:00,5,Sabtu,18
210.0,2014-12-13 19:00:00,5,Sabtu,19
233.2,2014-12-13 20:00:00,5,Sabtu,20
224.5,2014-12-13 21:00:00,5,Sabtu,21
219.8,2014-12-13 22:00:00,5,Sabtu,22
220.89999999999998,2014-12-13 23:00:00,5,Sabtu,23
225.7,2014-12-14 00:00:00,6,Minggu,0
235.9,2014-12-14 01:00:00,6,Minggu,1
255.4,2014-12-14 02:00:00,6,Minggu,2
244.20000000000002,2014-12-14 03:00:00,6,Minggu,3
199.89999999999998,2014-12-14 04:00:00,6,Minggu,4
175.6,2014-12-14 05:00:00,6,Minggu,5
146.0,2014-12-14 06:00:00,6,Minggu,6
130.0,2014-12-14 07:00:00,6,Minggu,7
120.19999999999999,2014-12-14 08:00:00,6,Minggu,8
119.3,2014-12-14 09:00:00,6,Minggu,9
107.5,2014-12-14 10:00:00,6,Minggu,10
94.30000000000001,2014-12-14 11:00:00,6,Minggu,11
86.2,2014-12-14 12:00:00,6,Minggu,12
87.4,2014-12-14 13:00:00,6,Minggu,13
89.30000000000001,2014-12-14 14:00:00,6,Minggu,14
99.6,2014-12-14 15:00:00,6,Minggu,15
138.2,2014-12-14 16:00:00,6,Minggu,16
191.0,2014-12-14 17:00:00,6,Minggu,17
254.0,2014-12-14 18:00:00,6,Minggu,18
295.3,2014-12-14 19:00:00,6,Minggu,19
304.1,2014-12-14 20:00:00,6,Minggu,20
302.7,2014-12-14 21:00:00,6,Minggu,21
282.2,2014-12-14 22:00:00,6,Minggu,22
283.1,2014-12-14 23:00:00,6,Minggu,23
297.5,2014-12-15 00:00:00,0,Senin,0
349.3,2014-12-15 01:00:00,0,Senin,1
389.6,2014-12-15 02:00:00,0,Senin,2
423.1,2014-12-15 03:00:00,0,Senin,3
430.4,2014-12-15 04:00:00,0,Senin,4
416.6,2014-12-15 05:00:00,0,Senin,5
403.0,2014-12-15 06:00:00,0,Senin,6
199.7,2014-12-15 07:00:00,0,Senin,7
123.0,2014-12-15 08:00:00,0,Senin,8
108.10000000000001,2014-12-15 09:00:00,0,Senin,9
67.5,2014-12-15 10:00:00,0,Senin,10
65.6,2014-12-15 11:00:00,0,Senin,11
48.400000000000006,2014-12-15 12:00:00,0,Senin,12
56.699999999999996,2014-12-15 13:00:00,0,Senin,13
67.4,2014-12-15 14:00:00,0,Senin,14
73.7,2014-12-15 15:00:00,0,Senin,15
73.9,2014-12-15 16:00:00,0,Senin,16
74.2,2014-12-15 17:00:00,0,Senin,17
63.5,2014-12-15 18:00:00,0,Senin,18
56.7,2014-12-15 19:00:00,0,Senin,19
42.6,2014-12-15 20:00:00,0,Senin,20
31.9,2014-12-15 21:00:00,0,Senin,21
33.800000000000004,2014-12-15 22:00:00,0,Senin,22
25.6,2014-12-15 23:00:00,0,Senin,23
29.799999999999997,2014-12-16 00:00:00,1,Selasa,0
19.3,2014-12-16 01:00:00,1,Selasa,1
16.7,2014-12-16 02:00:00,1,Selasa,2
19.7,2014-12-16 03:00:00,1,Selasa,3
16.9,2014-12-16 04:00:00,1,Selasa,4
16.200000000000003,2014-12-16 05:00:00,1,Selasa,5
18.9,2014-12-16 06:00:00,1,Selasa,6
22.7,2014-12-16 07:00:00,1,Selasa,7
24.1,2014-12-16 08:00:00,1,Selasa,8
27.799999999999997,2014-12-16 09:00:00,1,Selasa,9
43.300000000000004,2014-12-16 10:00:00,1,Selasa,10
33.4,2014-12-16 11:00:00,1,Selasa,11
38.1,2014-12-16 12:00:00,1,Selasa,12
52.4,2014-12-16 13:00:00,1,Selasa,13
44.5,2014-12-16 14:00:00,1,Selasa,14
49.1,2014-12-16 15:00:00,1,Selasa,15
34.5,2014-12-16 16:00:00,1,Selasa,16
39.2,2014-12-16 17:00:00,1,Selasa,17
47.5,2014-12-16 18:00:00,1,Selasa,18
49.900000000000006,2014-12-16 19:00:00,1,Selasa,19
51.199999999999996,2014-12-16 20:00:00,1,Selasa,20
51.8,2014-12-16 21:00:00,1,Selasa,21
41.8,2014-12-16 22:00:00,1,Selasa,22
36.7,2014-12-16 23:00:00,1,Selasa,23
33.400000000000006,2014-12-17 00:00:00,2,Rabu,0
24.3,2014-12-17 01:00:00,2,Rabu,1
28.8,2014-12-17 02:00:00,2,Rabu,2
48.400000000000006,2014-12-17 03:00:00,2,Rabu,3
65.6,2014-12-17 04:00:00,2,Rabu,4
81.1,2014-12-17 05:00:00,2,Rabu,5
93.6,2014-12-17 06:00:00,2,Rabu,6
107.69999999999999,2014-12-17 07:00:00,2,Rabu,7
136.60000000000002,2014-12-17 08:00:00,2,Rabu,8
158.7,2014-12-17 09:00:00,2,Rabu,9
184.0,2014-12-17 10:00:00,2,Rabu,10
196.2,2014-12-17 11:00:00,2,Rabu,11
202.10000000000002,2014-12-17 12:00:00,2,Rabu,12
209.4,2014-12-17 13:00:00,2,Rabu,13
205.6,2014-12-17 14:00:00,2,Rabu,14
178.7,2014-12-17 15:00:00,2,Rabu,15
184.3,2014-12-17 16:00:00,2,Rabu,16
199.60000000000002,2014-12-17 17:00:00,2,Rabu,17
219.6,2014-12-17 18:00:00,2,Rabu,18
238.0,2014-12-17 19:00:00,2,Rabu,19
277.9,2014-12-17 20:00:00,2,Rabu,20
309.29999999999995,2014-12-17 21:00:00,2,Rabu,21
312.2,2014-12-17 22:00:00,2,Rabu,22
294.0,2014-12-17 23:00:00,2,Rabu,23
274.4,2014-12-18 00:00:00,3,Kamis,0
236.8,2014-12-18 01:00:00,3,Kamis,1
241.2,2014-12-18 02:00:00,3,Kamis,2
257.8,2014-12-18 03:00:00,3,Kamis,3
233.5,2014-12-18 04:00:00,3,Kamis,4
238.2,2014-12-18 05:00:00,3,Kamis,5
243.4,2014-12-18 06:00:00,3,Kamis,6
237.5,2014-12-18 07:00:00,3,Kamis,7
234.9,2014-12-18 08:00:00,3,Kamis,8
246.79999999999998,2014-12-18 09:00:00,3,Kamis,9
247.60000000000002,2014-12-18 10:00:00,3,Kamis,10
237.10000000000002,2014-12-18 11:00:00,3,Kamis,11
244.5,2014-12-18 12:00:00,3,Kamis,12
247.7,2014-12-18 13:00:00,3,Kamis,13
252.8,2014-12-18 14:00:00,3,Kamis,14
270.2,2014-12-18 15:00:00,3,Kamis,15
292.1,2014-12-18 16:00:00,3,Kamis,16
318.0,2014-12-18 17:00:00,3,Kamis,17
339.2,2014-12-18 18:00:00,3,Kamis,18
369.1,2014-12-18 19:00:00,3,Kamis,19
372.3,2014-12-18 20:00:00,3,Kamis,20
361.7,2014-12-18 21:00:00,3,Kamis,21
355.3,2014-12-18 22:00:00,3,Kamis,22
348.9,2014-12-18 23:00:00,3,Kamis,23
342.6,2014-12-19 00:00:00,4,Jumat,0
336.2,2014-12-19 01:00:00,4,Jumat,1
329.70000000000005,2014-12-19 02:00:00,4,Jumat,2
323.4,2014-12-19 03:00:00,4,Jumat,3
317.0,2014-12-19 04:00:00,4,Jumat,4
284.6,2014-12-19 05:00:00,4,Jumat,5
240.3,2014-12-19 06:00:00,4,Jumat,6
125.4,2014-12-19 07:00:00,4,Jumat,7
68.3,2014-12-19 08:00:00,4,Jumat,8
62.2,2014-12-19 09:00:00,4,Jumat,9
63.6,2014-12-19 10:00:00,4,Jumat,10
61.0,2014-12-19 11:00:00,4,Jumat,11
53.7,2014-12-19 12:00:00,4,Jumat,12
44.2,2014-12-19 13:00:00,4,Jumat,13
40.8,2014-12-19 14:00:00,4,Jumat,14
43.2,2014-12-19 15:00:00,4,Jumat,15
42.900000000000006,2014-12-19 16:00:00,4,Jumat,16
49.0,2014-12-19 17:00:00,4,Jumat,17
44.7,2014-12-19 18:00:00,4,Jumat,18
45.7,2014-12-19 19:00:00,4,Jumat,19
41.3,2014-12-19 20:00:00,4,Jumat,20
36.8,2014-12-19 21:00:00,4,Jumat,21
35.1,2014-12-19 22:00:00,4,Jumat,22
31.3,2014-12-19 23:00:00,4,Jumat,23
28.4,2014-12-20 00:00:00,5,Sabtu,0
29.5,2014-12-20 01:00:00,5,Sabtu,1
30.3,2014-12-20 02:00:00,5,Sabtu,2
28.900000000000002,2014-12-20 03:00:00,5,Sabtu,3
28.0,2014-12-20 04:00:00,5,Sabtu,4
28.7,2014-12-20 05:00:00,5,Sabtu,5
27.700000000000003,2014-12-20 06:00:00,5,Sabtu,6
29.0,2014-12-20 07:00:00,5,Sabtu,7
35.4,2014-12-20 08:00:00,5,Sabtu,8
45.9,2014-12-20 09:00:00,5,Sabtu,9
56.3,2014-12-20 10:00:00,5,Sabtu,10
51.3,2014-12-20 11:00:00,5,Sabtu,11
40.2,2014-12-20 12:00:00,5,Sabtu,12
30.6,2014-12-20 13:00:00,5,Sabtu,13
33.1,2014-12-20 14:00:00,5,Sabtu,14
34.7,2014-12-20 15:00:00,5,Sabtu,15
35.8,2014-12-20 16:00:00,5,Sabtu,16
